move_id,name,zh_name,jp_name,type,type_zh,category,category_zh,power,effect_text_52poke,effect_family,effect_code,effect_code_zh,target,stat_affected,stages,major_status,volatile_status,healing_ratio,recoil_ratio,drain_ratio,multi_hit,priority_delta,force_switch,fixed_damage,ohko,charging_move,semi_invulnerable,screen_or_field,weather_set,notes_judgement,source_primary,source_reference,coverage_status,review_status,introduced_generation,feature_gate,system_enabled,usage_status_zh,stable_move_key,variant_group,move_id_display,review_flag
13.0,Razor Wind,旋風刀,,Normal,一般,Special,特殊,80.0,The user prepares on turn one becoming uncontrollable and then attacks on turn two. Has a high critical hit ratio.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_13,,13.0,
14.0,Swords Dance,劍舞,,Normal,一般,Status,變化,0.0,Raises the user's Attack by 2 stages.,stat_change,,,self,attack,2.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_14,,14.0,
15.0,Cut,居合斬,,Normal,一般,Physical,物理,50.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_15,,15.0,
16.0,Gust,起風,,Flying,飛行,Special,特殊,40.0,Power doubles if the target is in mid-air via Fly or Bounce.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_16,,16.0,
17.0,Wing Attack,翅膀攻擊,,Flying,飛行,Physical,物理,60.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_17,,17.0,
18.0,Whirlwind,吹飛,,Normal,一般,Status,變化,0.0,Almost always goes last; in trainer battles the target is switched out for a random member of its team. Escapes from wild battles. Has no effect if the target has Suction Cups or used Ingrain.,stat_change,s+,速度↑,self,speed,1.0,,,,,,,-1.0,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_18,,18.0,
19.0,Fly,飛翔,,Flying,飛行,Physical,物理,90.0,On the first turn the user flies into the air becoming uncontrollable and evades most attacks. Gust Twister Thunder and Sky Uppercut have normal accuracy against a mid-air Pokemon with Gust and Twister also gaining doubled power. The user may also be hit in mid-air if it was previously targeted by Lock-On or Mind Reader or if it is attacked by a Pokemon with No Guard. On the second turn the user attacks.,damage,,,foe,,,,,,,,,,False,,0.0,False,1.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_19,,19.0,
20.0,Bind,綁緊,,Normal,一般,Physical,物理,15.0,Traps the target for 5-6 turns causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn.,volatile_status,,,foe,,,,trapped,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_20,,20.0,
21.0,Slam,摔打,,Normal,一般,Physical,物理,80.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_21,,21.0,
22.0,Vine Whip,藤鞭,,Grass,草,Physical,物理,35.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_22,,22.0,
23.0,Stomp,踩踏,,Normal,一般,Physical,物理,65.0,Has a 30% chance to make the target flinch; also retains its normal accuracy and gains doubled power against Minimized Pokemon.,volatile_status,,,foe,,,,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_23,,23.0,
24.0,Double Kick,二連踢,,Fighting,格鬥,Physical,物理,30.0,Strikes twice; if the first hit breaks the target's Substitute the real Pokemon will take damage from the second hit.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_24,,24.0,
25.0,Mega Kick,百萬噸重踢,,Normal,一般,Physical,物理,120.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_25,,25.0,
26.0,Jump Kick,飛踢,,Fighting,格鬥,Physical,物理,100.0,If this attack misses the target the user half of its max health in recoil damage.,damage_recoil,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_26,,26.0,
27.0,Rolling Kick,迴旋踢,,Fighting,格鬥,Physical,物理,60.0,Has a 30% chance to make the target flinch.,volatile_status,,,foe,,,,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_27,,27.0,
28.0,Sand-Attack,潑沙,,Ground,地面,Status,變化,0.0,Lowers the target's Accuracy by 1 stage.,stat_change,acc-,命中↓,foe,accuracy,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_28,,28.0,
29.0,Headbutt,頭錘,,Normal,一般,Physical,物理,70.0,Has a 30% chance to make the target flinch.,volatile_status,,,foe,,,,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_29,,29.0,
30.0,Horn Attack,角撞,,Normal,一般,Physical,物理,65.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_30,,30.0,
31.0,Fury Attack,亂擊,,Normal,一般,Physical,物理,15.0,Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice a 3/8 chance to hit three times a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link this move will always strike five times.,damage,,,foe,,,,,,,,2-5,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_31,,31.0,
32.0,Horn Drill,角鑽,,Normal,一般,Physical,物理,0.0,The target faints; doesn't work on higher-leveled Pokemon.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_32,,32.0,
33.0,Tackle,撞擊,,Normal,一般,Physical,物理,50.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_33,,33.0,
34.0,Body Slam,泰山壓頂,,Normal,一般,Physical,物理,85.0,Has a 30% chance to paralyze the target.,major_status,,,foe,,,paralysis,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_34,,34.0,
35.0,Wrap,緊束,,Normal,一般,Physical,物理,15.0,Traps the target for 5-6 turns causing damage equal to 1/16 of its max HP each turn; this trapped effect can be broken by Rapid Spin. The target can still switch out if it is holding Shed Shell or uses Baton Pass or U-Turn.,volatile_status,,,foe,,,,trapped,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_35,,35.0,
36.0,Take Down,猛撞,,Normal,一般,Physical,物理,90.0,The user receives 1/4 recoil damage.,damage_recoil,,,foe,,,,,,0.25,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_36,,36.0,
37.0,Thrash,大鬧一番,,Normal,一般,Physical,物理,120.0,The user attacks uncontrollably for 2-3 turns and then gets confused.,volatile_status,,,foe,,,,confusion,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_37,,37.0,
38.0,Double-Edge,捨身衝撞,,Normal,一般,Physical,物理,120.0,The user receives 1/3 recoil damage.,damage_recoil,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_38,,38.0,
39.0,Tail Whip,搖尾巴,,Normal,一般,Status,變化,0.0,Lowers the target's Defense by 1 stage.,stat_change,d-,防禦↓,foe,defense,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_39,,39.0,
40.0,Poison Sting,毒針,,Poison,毒,Physical,物理,15.0,Has a 30% chance to poison the target.,major_status,,,foe,,,poison,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_40,,40.0,
41.0,Twineedle,雙針,,Bug,蟲,Physical,物理,25.0,Strikes twice; if the first hit breaks the target's Substitute the real Pokemon will take damage from the second hit. Has a 20% chance to poison the target .,major_status,,,foe,,,poison,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_41,,41.0,
42.0,Pin Missile,飛彈針,,Bug,蟲,Physical,物理,14.0,Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice a 3/8 chance to hit three times a 1/8 chance to hit four times and a 1/8 chance to hit five times. If the user of this move has Skill Link this move will always strike five times.,damage,,,foe,,,,,,,,2-5,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_42,,42.0,
43.0,Leer,瞪眼,,Normal,一般,Status,變化,0.0,Lowers the target's Defense by 1 stage.,stat_change,d-,防禦↓,foe,defense,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_43,,43.0,
44.0,Bite,咬住,,Dark,惡,Physical,物理,60.0,Has a 30% chance to make the target flinch.,volatile_status,,,foe,,,,flinch,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_44,,44.0,
45.0,Growl,叫聲,,Normal,一般,Status,變化,0.0,Lowers the target's Attack by 1 stage.,stat_change,a-,攻擊↓,foe,attack,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_45,,45.0,
46.0,Roar,吼叫,,Normal,一般,Status,變化,0.0,Almost always goes last; in trainer battles the target is switched out for a random member of its team. Escapes from wild battles. Has no effect if the target has Suction Cups Soundproof or used Ingrain.,status_move,,,,,,,,,,,,-1.0,False,,0.0,False,0.0,,,需人工補判定,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_46,,46.0,
47.0,Sing,唱歌,,Normal,一般,Status,變化,0.0,Puts the target to sleep.,major_status,,,foe,,,sleep,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_47,,47.0,
48.0,Supersonic,超音波,,Normal,一般,Status,變化,0.0,Confuses the target.,volatile_status,,,foe,,,,confusion,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_48,,48.0,
49.0,Sonic Boom,音爆,,Normal,一般,Special,特殊,20.0,Always deals 20 points of damage.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_49,,49.0,
50.0,Disable,定身法,,Normal,一般,Status,變化,0.0,The target cannot choose its last move for 4-7 turns. Disable only works on one move at a time and fails if the target has not yet used a move or if its move has run out of PP. The target does nothing if it is about to use a move that becomes disabled.,stat_change,d-,防禦↓,foe,defense,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_50,,50.0,
51.0,Acid,溶解液,,Poison,毒,Special,特殊,40.0,Has a 10% chance to lower the target's Special Defense by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_51,,51.0,
52.0,Ember,火花,,Fire,火,Special,特殊,40.0,Has a 10% chance to burn the target.,major_status,,,foe,,,burn,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_52,,52.0,
53.0,Flamethrower,噴射火焰,,Fire,火,Special,特殊,95.0,Has a 10% chance to burn the target.,major_status,,,foe,,,burn,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_53,,53.0,
54.0,Mist,白霧,,Ice,冰,Status,變化,0.0,Protects every Pokemon on the user's team from negative stat modifiers caused by other Pokemon (including teammates) but not by itself for five turns. The team's Accuracy and Evasion stats are also protected. Moves that cause negative stat modifiers as a secondary effect such as Psychic still deal their regular damage.,stat_change,d+,防禦↑,self,defense,1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_54,,54.0,
55.0,Water Gun,水槍,,Water,水,Special,特殊,40.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_55,,55.0,
56.0,Hydro Pump,水炮,,Water,水,Special,特殊,120.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_56,,56.0,
57.0,Surf,衝浪,,Water,水,Special,特殊,95.0,Power doubles against a target who is in the middle of using Dive.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_57,,57.0,
58.0,Ice Beam,冰凍光束,,Ice,冰,Special,特殊,95.0,Has a 10% chance to freeze the target.,major_status,,,foe,,,freeze,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_58,,58.0,
59.0,Blizzard,暴風雪,,Ice,冰,Special,特殊,120.0,Has a 10% chance to freeze the target. During Hail this move will never miss under normal circumstances and has a 30% chance to hit through a target's Protect or Detect.,major_status,,,foe,,,freeze,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_59,,59.0,
60.0,Psybeam,幻象光線,,Psychic,超能力,Special,特殊,65.0,Has a 10% chance to confuse the target.,volatile_status,,,foe,,,,confusion,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_60,,60.0,
61.0,Bubble Beam,泡沫光線,,Water,水,Special,特殊,65.0,Has a 10% chance to lower the target's Speed by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_61,,61.0,
62.0,Aurora Beam,極光束,,Ice,冰,Special,特殊,65.0,Has a 10% chance to lower the target's Attack by 1 stage.,stat_change_on_hit,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_62,,62.0,
63.0,Hyper Beam,破壞光線,,Normal,一般,Special,特殊,150.0,The user recharges during its next turn; as a result until the end of the next turn the user becomes uncontrollable.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_63,,63.0,
64.0,Peck,啄,,Flying,飛行,Physical,物理,35.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_64,,64.0,
65.0,Drill Peck,啄鑽,,Flying,飛行,Physical,物理,80.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_65,,65.0,
66.0,Submission,地獄翻滾,,Fighting,格鬥,Physical,物理,80.0,The user receives 1/4 recoil damage.,damage_recoil,,,foe,,,,,,0.25,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_66,,66.0,
67.0,Low Kick,踢倒,,Fighting,格鬥,Physical,物理,50.0,Base power increases as the target's weight increases.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_67,,67.0,
68.0,Counter,雙倍奉還,,Fighting,格鬥,Physical,物理,50.0,Almost always goes last; if an opponent strikes with a Physical attack before the user's turn the user retaliates for twice the damage it had endured. In double battles this attack targets the last opponent to hit the user with a Physical attack and cannot hit the user's teammate.,counter,,,foe,,,,,,,,,-1.0,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_68,,68.0,
69.0,Seismic Toss,地球上投,,Fighting,格鬥,Physical,物理,50.0,Does damage equal to user's level.,fixed_damage,,,foe,,,,,,,,,,False,level,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_69,,69.0,
70.0,Strength,怪力,,Normal,一般,Physical,物理,80.0,Deals damage with no additional effect.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_70,,70.0,
71.0,Absorb,吸取,,Grass,草,Special,特殊,20.0,Restores the user's HP by 1/2 of the damage inflicted on the target.,healing,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_71,,71.0,
72.0,Mega Drain,超級吸取,,Grass,草,Special,特殊,40.0,Restores the user's HP by 1/2 of the damage inflicted on the target.,healing,,,self,,,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_72,,72.0,
73.0,Leech Seed,寄生種子,,Grass,草,Status,變化,0.0,The user steals 1/8 of the target's max HP until the target is switched out is KO'ed or uses Rapid Spin; does not work against Grass-type Pokemon or Pokemon behind Substitutes.,stat_change,d-,防禦↓,foe,defense,-1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_73,,73.0,
74.0,Growth,生長,,Normal,一般,Status,變化,0.0,Raises the user's Attack and Special Attack by 1 stage. If the weather is Sun Growth raises Attack and SpAttk two stages each.,stat_change,a+,攻擊↑,self,attack,1.0,,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_74,,74.0,
75.0,Razor Leaf,飛葉快刀,,Grass,草,Physical,物理,55.0,Has a high critical hit ratio.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_75,,75.0,
76.0,Solar Beam,日光束,,Grass,草,Special,特殊,120.0,The user prepares on turn one becoming uncontrollable and then attacks on turn two. During Sunny Day this move fires immediately; during Rain Dance Sandstorm and Hail this move has half power.,damage,,,foe,,,,,,,,,,False,,0.0,False,0.0,,,附加效果未完全結構化,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_76,,76.0,
77.0,Poison Powder,毒粉,,Poison,毒,Status,變化,0.0,Poisons the target.,major_status,d-,防禦↓,foe,defense,-1.0,poison,,,,,,,False,,0.0,False,0.0,,,,52poke（待全面覆核）,現有355招結構化基底,已整理；尚未補全至全部已知招式,待全量補完,1,normal,yes,可用,move_77,,77.0,
