species_key,pokedex_number,pokemon_name_en,pokemon_name_zh,form_key,form_zh_name,stable_move_key,move_name_en,move_name_zh,learn_method,learn_trigger,learn_condition,starting_pool,wild_pool,partner_pool,tm_enabled,tutor_enabled,bond_required,battle_memory_required,environment_required,story_flag_required,evolution_only,is_enabled,review_status,notes
6,6,Charizard,噴火龍,,,move_52,Ember,火花,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,yes,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_108,Smokescreen,煙幕,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,yes,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_257,Heat Wave,熱風,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,yes,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_337,Dragon Claw,龍爪,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,yes,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_225,Dragon Breath,龍息,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_424,Fire Fang,火焰牙,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_163,Slash,劈開,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_53,Flamethrower,噴射火焰,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_184,Scary Face,鬼面,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_83,Fire Spin,火焰旋渦,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_517,Inferno,煉獄,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_394,Flare Blitz,閃焰衝鋒,natural,species_growth,屬於該物種在第九世代可自然掌握的招式；TRPG 中以成長、磨合與日常訓練逐步領悟,no,yes,yes,no,no,,,,,no,yes,segment_002,
6,6,Charizard,噴火龍,,,move_403,Air Slash,空氣斬,evolution,evolution_complete,完成進化後可立即領悟；若未即時掌握，可在後續訓練中補完,no,yes,yes,no,no,,,,,yes,yes,segment_002,
7,7,Squirtle,傑尼龜,,,move_33,Tackle,撞擊,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_39,Tail Whip,搖尾巴,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_55,Water Gun,水槍,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_110,Withdraw,縮入殼中,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_229,Rapid Spin,高速旋轉,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_44,Bite,咬住,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_352,Water Pulse,水之波動,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_182,Protect,守住,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_240,Rain Dance,求雨,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_401,Aqua Tail,水流尾,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_504,Shell Smash,破殼,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_334,Iron Defense,鐵壁,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_56,Hydro Pump,水炮,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
7,7,Squirtle,傑尼龜,,,move_834,Wave Crash,波動衝,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_33,Tackle,撞擊,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_39,Tail Whip,搖尾巴,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_55,Water Gun,水槍,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_110,Withdraw,縮入殼中,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_229,Rapid Spin,高速旋轉,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_44,Bite,咬住,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_352,Water Pulse,水之波動,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_182,Protect,守住,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_240,Rain Dance,求雨,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_401,Aqua Tail,水流尾,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_504,Shell Smash,破殼,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_334,Iron Defense,鐵壁,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_56,Hydro Pump,水炮,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
8,8,Wartortle,卡咪龜,,,move_834,Wave Crash,波動衝,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_430,Flash Cannon,加農光炮,evolution,evolution_complete,完成進化後可立即領悟；若未即時掌握，可在後續訓練中補完,no,yes,yes,no,no,,,,,yes,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_33,Tackle,撞擊,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_39,Tail Whip,搖尾巴,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_55,Water Gun,水槍,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_110,Withdraw,縮入殼中,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_229,Rapid Spin,高速旋轉,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_44,Bite,咬住,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_352,Water Pulse,水之波動,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_182,Protect,守住,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_240,Rain Dance,求雨,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_401,Aqua Tail,水流尾,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_504,Shell Smash,破殼,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_334,Iron Defense,鐵壁,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_56,Hydro Pump,水炮,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
9,9,Blastoise,水箭龜,,,move_834,Wave Crash,波動衝,natural,species_growth,屬於該物種在第九世代可自然習得的招式；TRPG 中作為自然成長招式池,no,yes,yes,no,no,,,,,no,yes,segment_003,
10,10,Caterpie,綠毛蟲,,,move_33,Tackle,撞擊,natural,species_growth,屬於該物種在最新可參照世代可自然習得的招式；TRPG 中作為自然成長招式池,yes,yes,yes,no,no,,,,,no,yes,segment_004,
